symbol	probe_id
COX6A2	206353_at
SLCO1B3	206354_at
GNAL	206355_at
OPA3	206357_at
PRM1	206358_at
SOCS3	206359_at
PTGDR2	206361_at
MAP3K10	206362_x_at
MAF	206363_at
KIF14	206364_at
XCL1	206365_at
REN	206367_at
CPLX2	206368_at
PIK3CG	206369_s_at
FOLR3	206371_at
MYF6	206372_at
ZIC1	206373_at
DUSP8	206374_at
HSPB3	206375_s_at
SLC6A15	206376_at
FOXF2	206377_at
SCGB2A2	206378_at
EYA3	206379_at
CFP	206380_s_at
SCN2A	206381_at
BDNF	206382_s_at
G3BP2	206383_s_at
CACNG3	206384_at
ANK3	206385_s_at
SERPINA7	206386_at
CDX2	206387_at
PDE3A	206388_at
PF4	206390_x_at
RARRES1	206391_at
TNNI2	206393_at
MYBPC2	206394_at
DGKG	206395_at
SLC1A1	206396_at
CD19	206398_s_at
CACNA1A	206399_x_at
MAPT	206401_s_at
NPFF	206402_s_at
ZNF536	206403_at
FGF9	206404_at
USP6	206405_x_at
SMCP	206406_at
CCL13	206407_s_at
LRRTM2	206408_at
TIAM1	206409_at
NR0B2	206410_at
ABL2	206411_s_at
FER	206412_at
TCL1B	206413_s_at
ASAP2	206414_s_at
TLL1	206415_at
ZNF205	206416_at
CNGA1	206417_at
NOX1	206418_at
RORC	206419_at
IGSF6	206420_at
SERPINB7	206421_s_at
GCG	206422_at
ANGPTL7	206423_at
CYP26A1	206424_at
TRPC3	206425_s_at
MLANA	206426_at
ZNF143	206428_s_at
F2RL1	206429_at
CDX1	206430_at
TBC1D9B	206431_x_at
HAS2	206432_at
SPOCK3	206433_s_at
B4GALNT1	206435_at
MPPED1	206436_at
S1PR4	206437_at
TCTN2	206438_x_at
EPYC	206439_at
LIN7A	206440_at
COMMD4	206441_s_at
SEMG1	206442_at
RORB	206443_at
PDE1B	206444_at
PRMT1	206445_s_at
ZNF365	206448_at
MASP1	206449_s_at
DBH	206450_at
TBCCD1	206451_at
PPP2R4	206452_x_at
NDRG2	206453_s_at
RHO	206454_s_at
GABRA5	206456_at
DIO1	206457_s_at
WNT2B	206458_s_at
AJAP1	206460_at
MT1H	206461_x_at
NTRK3	206462_s_at
DHRS2	206463_s_at
BMX	206464_at
ACSBG1	206465_at
METTL13	206468_s_at
AKR7A3	206469_x_at
PLXNC1	206470_at
TLE3	206472_s_at
MBTPS2	206473_at
CDK17	206474_at
CSH1	206475_x_at
NOVA2	206476_s_at
KIAA0125	206478_at
TRPM1	206479_at
LTC4S	206480_at
LDB2	206481_s_at
PTK6	206482_at
LRRC6	206483_at
XPNPEP2	206484_s_at
CD5	206485_at
LAG3	206486_at
SUN1	206487_at
CD36	206488_s_at
DLGAP1	206489_s_at
NAPA	206491_s_at
FHIT	206492_at
ITGA2B	206493_at
HINFP	206495_s_at
FMO3	206496_at
COA1	206497_at
OCA2	206498_at
RCC1	206499_s_at
MIS18BP1	206500_s_at
ETV1	206501_x_at
INSM1	206502_s_at
PML	206503_x_at
CYP24A1	206504_at
UGT2B4	206505_at
SUPT3H	206506_s_at
ZSCAN12	206507_at
CD70	206508_at
PIP	206509_at
SIX2	206510_at
AIM2	206513_at
CYP4F3	206515_at
AMH	206516_at
CDH16	206517_at
RGS9	206518_s_at
SIGLEC6	206519_x_at
GTF2A1	206521_s_at
MGAM	206522_at
CYTH3	206523_at
T	206524_at
GABRR1	206525_at
RIBC2	206526_at
ABAT	206527_at
TRPC6	206528_at
SLC26A4	206529_x_at
RAB30	206530_at
DPF1	206531_at
SMARCB1	206532_at
CHRNA5	206533_at
GRIN2A	206534_at
SLC2A2	206535_at
XIAP	206536_s_at
MRAS	206538_at
CYP4F12	206539_s_at
GLB1L	206540_at
KLKB1	206541_at
SMARCA2	206542_s_at
CD28	206545_at
SYCP2	206546_at
PPEF1	206547_s_at
INSL4	206549_at
NUP155	206550_s_at
KLHL24	206551_x_at
TAC1	206552_s_at
OAS2	206553_at
SETMAR	206554_x_at
THUMPD1	206555_s_at
CLUL1	206556_at
ZNF702P	206557_at
SIM2	206558_at
EEF1A1	206559_x_at
MIA	206560_s_at
AKR1B10	206561_s_at
CSNK1A1	206562_s_at
OPRL1	206563_s_at
SMA4	206565_x_at
SLC7A1	206566_at
PHF20	206567_s_at
TNP1	206568_at
IL24	206569_at
PSG11	206570_s_at
MAP4K4	206571_s_at
ZNF85	206572_x_at
KCNQ3	206573_at
PTP4A3	206574_s_at
CDKL5	206575_at
CEACAM1	206576_s_at
VIP	206577_at
NKX2-5	206578_at
ZNF192	206579_at
EFEMP2	206580_s_at
BNC1	206581_at
GPR56	206582_s_at
ZNF673	206583_at
LY96	206584_at
MKRN3	206585_at
CNR2	206586_at
CCT6B	206587_at
DAZL	206588_at
GFI1	206589_at
DRD2	206590_x_at
RAG1	206591_at
AP3D1	206592_s_at
MED22	206593_s_at
PASK	206594_at
CST6	206595_at
NRL	206596_s_at
INS	206598_at
SLC16A5	206599_at
HOXD3	206601_s_at
SLC2A4	206603_at
OVOL1	206604_at
ENDOU	206605_at
LIPC	206606_at
CBL	206607_at
RPGRIP1	206608_s_at
MAGEC1	206609_at
F11	206610_s_at
C2orf27A	206611_at
CACNG1	206612_at
TAF1A	206613_s_at
GDF5	206614_at
ADAM22	206615_s_at
RENBP	206617_s_at
IL18R1	206618_at
DKK4	206619_at
GRAP	206620_at
EIF4H	206621_s_at
TRH	206622_at
PDE6A	206623_at
USP9Y	206624_at
PRPH2	206625_at
SSX1	206626_x_at
SLC5A1	206628_at
ADAMTSL2	206629_at
TYR	206630_at
PTGER2	206631_at
APOBEC3B	206632_s_at
CHRNA1	206633_at
SIX3	206634_at
CHRNB2	206635_at
RASA2	206636_at
P2RY14	206637_at
HTR2B	206638_at
HTN1	206639_x_at
TNFRSF17	206641_at
DSG1	206642_at
HAL	206643_at
NR0B1	206644_at
GLI1	206646_at
HBZ	206647_at
ZNF571	206648_at
TFE3	206649_s_at
IQCC	206650_at
CPB2	206651_s_at
ZMYM5	206652_at
POLR3G	206653_at
APMAP	206656_s_at
MYOD1	206657_s_at
UPK3B	206658_at
IGLL1	206660_at
DBF4B	206661_at
GLRX	206662_at
SP4	206663_at
SI	206664_at
BCL2L1	206665_s_at
GZMK	206666_at
SCAMP1	206667_s_at
GAD1	206669_at
SAG	206671_at
AQP2	206672_at
GPR176	206673_at
FLT3	206674_at
SKIL	206675_s_at
CEACAM8	206676_at
KRT31	206677_at
GABRA1	206678_at
APBA1	206679_at
CD5L	206680_at
GP2	206681_x_at
CLEC10A	206682_at
ZNF165	206683_at
ATF7	206684_s_at
HCG4	206685_at
PDK1	206686_at
PTPN6	206687_s_at
CPSF4	206688_s_at
KAT5	206689_x_at
ASIC2	206690_at
PDIA2	206691_s_at
KCNJ10	206692_at
IL7	206693_at
PNLIPRP1	206694_at
ZNF43	206695_x_at
GPR143	206696_at
HP	206697_s_at
XK	206698_at
NPAS1	206699_x_at
KDM5D	206700_s_at
EDNRB	206701_x_at
TEK	206702_at
CHRNB1	206703_at
CLCN5	206704_at
TULP1	206705_at
NTF3	206706_at
FAM65B	206707_x_at
FOXN2	206708_at
GPT	206709_x_at
EPB41L3	206710_s_at
CXorf1	206711_at
GRTP1	206712_at
NTNG1	206713_at
ALOX15B	206714_at
TFEC	206715_at
UMOD	206716_at
MYH8	206717_at
LMO1	206718_at
SYNGR4	206719_at
MGAT5	206720_at
C1orf114	206721_at
LPAR2	206722_s_at
CBX4	206724_at
BMP1	206725_x_at
HPGDS	206726_at
C9	206727_at
ECE2	206728_at
TNFRSF8	206729_at
GRIA3	206730_at
CNKSR2	206731_at
SLITRK3	206732_at
TULP2	206733_at
JRKL	206734_at
CHRNA4	206735_at
WNT11	206737_at
APOC4	206738_at
HOXC5	206739_at
SYCP1	206740_x_at
C3orf32	206741_at
FIGF	206742_at
ASGR1	206743_s_at
ZMYM5	206744_s_at
HOXC11	206745_at
BFSP1	206746_at
GPRIN2	206747_at
SPAG9	206748_s_at
CD1B	206749_at
MAFK	206750_at
PCYT1B	206751_s_at
DFFB	206752_s_at
RDH16	206753_at
CYP2B6	206755_at
CHST7	206756_at
PDE5A	206757_at
EDN2	206758_at
FCER2	206759_at
CD96	206761_at
KCNA5	206762_at
FKBP6	206763_at
MPPE1	206764_x_at
KCNJ2	206765_at
ITGA10	206766_at
RBMS3	206767_at
RPL3L	206768_at
TMSB4Y	206769_at
SLC35A3	206770_s_at
UPK3A	206771_at
PTH2R	206772_at
LY6H	206773_at
FRMPD1	206774_at
CUBN	206775_at
ACRV1	206776_x_at
CRYBB2	206778_at
ASMT	206779_s_at
GAD2	206780_at
DNAJC4	206781_at
FGF4	206783_at
AQP8	206784_at
HTN3	206786_at
BRDT	206787_at
CBFB	206788_s_at
POU2F1	206789_s_at
NDUFB1	206790_s_at
PDE4C	206791_s_at
PNMT	206793_at
ERBB4	206794_at
F2RL2	206795_at
WISP1	206796_at
NAT2	206797_at
DLEC1	206798_x_at
SCGB1D2	206799_at
MTHFR	206800_at
NPPB	206801_at
PAX5	206802_at
PDYN	206803_at
CD3G	206804_at
SEMA3A	206805_at
DGKI	206806_at
ADD2	206807_s_at
HNRNPA3P1	206808_at
ZNF44	206810_at
ADCY8	206811_at
ADRB3	206812_at
CTF1	206813_at
NGF	206814_at
SPAG8	206815_at
CELF3	206817_x_at
CNNM2	206818_s_at
POM121L9P	206819_at
AGFG2	206820_at
L3MBTL1	206822_s_at
CES1P1	206824_at
OXTR	206825_at
PMP2	206826_at
TRPV6	206827_s_at
TXK	206828_at
ZNF430	206829_x_at
SLC4A10	206830_at
ARSD	206831_s_at
SEMA3F	206832_s_at
ACYP2	206833_s_at
HBD	206834_at
STATH	206835_at
SLC6A3	206836_at
ALX1	206837_at
TBX19	206838_at
C22orf31	206839_at
AFM	206840_at
PDE6H	206841_at
KCND1	206842_at
CRYBA4	206843_at
FBP2	206844_at
RNF40	206845_s_at
HDAC6	206846_s_at
HOXA7	206847_s_at
GABRG2	206849_at
RASL10A	206850_at
RNASE3	206851_at
EPHA7	206852_at
MAP3K7	206853_s_at
HYAL2	206855_s_at
LILRB5	206856_at
FKBP1B	206857_s_at
HOXC6	206858_s_at
PAEP	206859_s_at
MIOS	206860_s_at
CGGBP1	206861_s_at
ZNF254	206862_at
HRK	206863_x_at
CDH4	206866_at
GCKR	206867_at
STARD8	206868_at
CHAD	206869_at
PPARA	206870_at
ELANE	206871_at
SLC17A1	206872_at
CA6	206873_at
SLK	206874_s_at
SIM1	206876_at
MXD1	206877_at
DAO	206878_at
NRG2	206879_s_at
P2RX6	206880_at
LILRA3	206881_s_at
SLC1A6	206882_at
GP9	206883_x_at
SCEL	206884_s_at
GH1	206885_x_at
CCBP2	206887_at
ARHGDIG	206888_s_at
IL12RB1	206890_at
ACTN3	206891_at
AMHR2	206892_at
SALL1	206893_at
APOA4	206894_at
PPP1R3A	206895_at
GNG7	206896_s_at
PAGE1	206897_at
CDH19	206898_at
NTSR2	206899_at
ZNF253	206900_x_at
C19orf57	206901_at
EXOG	206902_s_at
MATN1	206904_at
ICAM5	206906_at
TNFSF9	206907_at
CLDN11	206908_s_at
CFHR2	206910_x_at
TRIM25	206911_at
FOXE1	206912_at
BAAT	206913_at
CRTAM	206914_at
NKX2-2	206915_at
TAT	206916_x_at
GNA13	206917_at
CPNE1	206918_s_at
ELK4	206919_at
GLE1	206920_s_at
PRKCA	206923_at
IL11	206924_at
ST8SIA4	206925_at
IL11	206926_s_at
GUCY1A2	206927_s_at
ZNF124	206928_at
NFIC	206929_s_at
GLYAT	206930_at
ZNF141	206931_at
CH25H	206932_at
H6PD	206933_s_at
SIRPB1	206934_at
PCDH8	206935_at
SPTA1	206937_at
SRD5A2	206938_at
DCC	206939_at
POU4F1	206940_s_at
SEMA3E	206941_x_at
PMCH	206942_s_at
TGFBR1	206943_at
HTR6	206944_at
LCT	206945_at
HCN4	206946_at
B3GALT5	206947_at
NEU3	206948_at
RUSC1	206949_s_at
SCN9A	206950_at
HIST1H4E	206951_at
G6PC	206952_at
LPHN2	206953_s_at
WT1-AS	206954_at
AQP7	206955_at
AGXT	206957_at
UPF3A	206958_s_at
LPAR4	206960_at
MED20	206961_s_at
NAT8B	206964_at
KLF12	206965_at
CCNT1	206967_at
NFRKB	206968_s_at
KRT34	206969_at
CNTN2	206970_at
GPR161	206971_at
PPFIA2	206973_at
CXCR6	206974_at
LTA	206975_at
HSPH1	206976_s_at
PTH	206977_at
CCR2	206978_at
C8B	206979_at
FLT3LG	206980_s_at
SCN4A	206981_at
CRYBA1	206982_at
CCR6	206983_at
RIT2	206984_s_at
HSD17B3	206985_at
FGF18	206986_at
CCL25	206988_at
SCAF11	206989_s_at
TNR	206990_at
CCR5	206991_s_at
ATP5S	206992_s_at
CST4	206994_at
SCARF1	206995_x_at
CACNB1	206996_x_at
HS6ST1	206997_s_at
PRB3	206998_x_at
IL12RB2	206999_at
PPP3CC	207000_s_at
TSC22D3	207001_x_at
PLAGL1	207002_s_at
BCL2	207004_at
CCDC106	207006_s_at
NR1I3	207007_at
CXCR2	207008_at
PHOX2B	207009_at
GABRB1	207010_at
PTK7	207011_s_at
MMP16	207012_at
GABRA2	207014_at
ALDH1A2	207015_s_at
RAB27B	207017_at
AKAP4	207019_s_at
HSF2BP	207020_at
ZPBP	207021_at
LDHC	207022_s_at
KRT10	207023_x_at
CHRND	207024_at
GJC2	207025_at
ATP2B3	207026_s_at
HGFAC	207027_at
MYCNOS	207028_at
KITLG	207029_at
CSRP2	207030_s_at
NKX3-2	207031_at
CRISP1	207032_s_at
GIF	207033_at
GLI2	207034_s_at
SLC30A3	207035_at
GRIN2D	207036_x_at
TNFRSF11A	207037_at
SLC16A6	207038_at
CDKN2A	207039_at
ST13	207040_s_at
MASP2	207041_at
E2F2	207042_at
SLC6A9	207043_s_at
THRB	207044_at
CCDC132	207045_at
SLC6A11	207048_at
SCN8A	207049_at
CACNA2D1	207050_at
SLC17A4	207051_at
HAVCR1	207052_at
SLC8A1	207053_at
IMPG1	207054_at
GPR37L1	207055_at
SLC4A8	207056_s_at
SLC16A7	207057_at
PARK2	207058_s_at
PAX9	207059_at
EN2	207060_at
ERN1	207061_at
IAPP	207062_at
NCRNA00185	207063_at
AOC2	207064_s_at
KRT75	207065_at
HRC	207066_at
HDC	207067_s_at
ZFP37	207068_at
SMAD6	207069_s_at
RGR	207070_at
ACO1	207071_s_at
IL18RAP	207072_at
CDKL2	207073_at
SLC18A1	207074_s_at
NLRP3	207075_at
ASS1	207076_s_at
CELA2B	207077_at
MED6	207078_at
PYY	207080_s_at
PI4KA	207081_s_at
CSF1	207082_at
CC2D1A	207083_s_at
POU3F2	207084_at
CSF2RA	207085_x_at
ANK1	207087_x_at
SLC25A11	207088_s_at
NRAP	207089_at
ZFP30	207090_x_at
P2RX7	207091_at
LEP	207092_at
OMG	207093_s_at
CXCR1	207094_at
SLC10A2	207095_at
SAA4	207096_at
SLC17A2	207097_s_at
MFN1	207098_s_at
CHM	207099_s_at
VAMP1	207100_s_at
AKR1D1	207102_at
KCND2	207103_at
LILRB1	207104_x_at
PIK3R2	207105_s_at
LTK	207106_s_at
RPE65	207107_at
NIPBL	207108_s_at
POU2F3	207109_at
KCNJ12	207110_at
EMR1	207111_at
GAB1	207112_s_at
TNF	207113_s_at
LY6G6C	207114_at
MBTD1	207115_x_at
GAPDHS	207116_s_at
ZNF117	207117_at
PRKG1	207119_at
ZNF667	207120_at
MAPK6	207121_s_at
SULT1A2	207122_x_at
MATN4	207123_s_at
GNB5	207124_s_at
ZNF225	207125_at
HNRNPH3	207127_s_at
ZNF223	207128_s_at
CA5B	207129_at
ZMYND8	207130_at
GGT1	207131_x_at
PFDN5	207132_x_at
ALPK1	207133_x_at
TPSB2	207134_x_at
HTR2A	207135_at
ARR3	207136_at
TONSL	207137_at
PHF2	207138_at
ATP4A	207139_at
ALPI	207140_at
KCNJ3	207141_s_at
CDK6	207143_at
CITED1	207144_s_at
MSTN	207145_at
KRT32	207146_at
DLX2	207147_at
MYOZ2	207148_x_at
CDH12	207149_at
SLC18A3	207150_at
ADCYAP1R1	207151_at
NTRK2	207152_at
GLMN	207153_s_at
DIO3	207154_at
TBX5	207155_at
HIST1H2AG	207156_at
GNG5	207157_s_at
APOBEC1	207158_at
CRTC1	207159_x_at
IL12A	207160_at
KIAA0087	207161_at
CACNA1B	207162_s_at
AKT1	207163_s_at
ZNF238	207164_s_at
HMMR	207165_at
GNGT1	207166_at
CD101	207167_at
H2AFY	207168_s_at
DDR1	207169_x_at
LETMD1	207170_s_at
CDH11	207172_s_at
GPC5	207174_at
ADIPOQ	207175_at
CD80	207176_s_at
PTGFR	207177_at
FRK	207178_s_at
TLX1	207179_at
HTATIP2	207180_s_at
CASP7	207181_s_at
GABRA6	207182_at
GPR19	207183_at
SLC6A13	207184_at
SLC10A1	207185_at
BPTF	207186_s_at
JAK3	207187_at
CDK3	207188_at
ZZEF1	207189_s_at
ISLR	207191_s_at
DNASE1L2	207192_at
AGRP	207193_at
ICAM4	207194_s_at
CNTN6	207195_at
TNIP1	207196_s_at
ZIC3	207197_at
LIMS1	207198_s_at
TERT	207199_at
OTC	207200_at
SLC22A1	207201_s_at
NR1I2	207202_s_at
FSCN2	207204_at
CEACAM4	207205_at
ALOX12	207206_s_at
RBMXL2	207207_at
CETN1	207209_at
GABRA3	207210_at
USP2	207211_at
SLC9A3	207212_at
USP2	207213_s_at
SPINK4	207214_at
GSTTP1	207215_at
TNFSF8	207216_at
NOX1	207217_s_at
F9	207218_at
ZNF643	207219_at
ART4	207220_at
F2RL3	207221_at
PLA2G10	207222_at
PTBP3	207223_s_at
SIGLEC7	207224_s_at
AANAT	207225_at
HIST1H2BN	207226_at
RFPL2	207227_x_at
PRKACG	207228_at
KLRAP1	207229_at
CDON	207230_at
DZIP3	207231_at
MITF	207233_s_at
RFX3	207234_at
GRM5	207235_s_at
ZNF345	207236_at
KCNA3	207237_at
PTPRC	207238_s_at
CDK16	207239_s_at
LHCGR	207240_s_at
C4orf6	207241_at
GRIK1	207242_s_at
CALM2	207243_s_at
CYP2A6	207244_x_at
UGT2B17	207245_at
ZFY	207246_at
KCNA4	207248_at
SLC28A2	207249_s_at
SIX6	207250_at
MEP1B	207251_at
INE1	207252_at
UBN1	207253_s_at
SLC15A1	207254_at
LEPR	207255_at
MBL2	207256_at
EPO	207257_at
DSCR4	207258_at
LINC00483	207259_at
FEV	207260_at
CNGA3	207261_at
APOF	207262_at
VEZT	207263_x_at
KDELR3	207264_at
RBMS1	207266_x_at
DSCR6	207267_s_at
ABI2	207268_x_at
DEFA4	207269_at
CD300C	207270_x_at
SPAG11B	207271_x_at
ZNF80	207272_at
CHRNE	207274_at
ACSL1	207275_s_at
CDR1	207276_at
CD209	207277_at
NEBL	207279_s_at
RNF185	207280_at
VCX2	207281_x_at
MYOG	207282_s_at
RPL23AP32	207283_at
ASPH	207284_s_at
CSHL1	207285_x_at
CEP135	207286_at
FLJ14107	207287_at
ASMTL-AS1	207288_at
MMP25	207289_at
PLXNA2	207290_at
PRRG4	207291_at
MAPK7	207292_s_at
AGTR2	207293_s_at
SCNN1G	207295_at
ZNF343	207296_at
SLC17A3	207298_at
GRM1	207299_s_at
F7	207300_s_at
EFNA5	207301_at
SGCG	207302_at
PDE1C	207303_at
ZNF45	207304_at
TRAPPC8	207305_s_at
TCF15	207306_at
HTR2C	207307_at
SLCO1A2	207308_at
NOS1	207309_at
DOC2B	207311_at
PHKG1	207312_at
CD226	207315_at
HAS1	207316_at
CASQ2	207317_s_at
CDK13	207318_s_at
STAU1	207320_x_at
ABCB9	207321_s_at
ITSN1	207322_at
MBP	207323_s_at
DSC1	207324_s_at
MAGEA1	207325_x_at
BTC	207326_at
EYA4	207327_at
ALOX15	207328_at
MMP8	207329_at
PZP	207330_at
CENPF	207331_at
TFRC	207332_s_at
NMBR	207333_at
TGFBR2	207334_s_at
ATP5I	207335_x_at
SOX5	207336_at
CTAG2	207337_at
ZNF200	207338_s_at
LTB	207339_s_at
PRTN3	207341_at
CNGB1	207342_at
LYZL6	207343_at
AKAP3	207344_at
FST	207345_at
STX2	207346_at
LIG3	207348_s_at
UCP3	207349_s_at
VAMP4	207350_s_at
SH2D2A	207351_s_at
GABRB2	207352_s_at
HMX1	207353_s_at
CCL16	207354_at
SLC1A7	207355_at
DEFB4A	207356_at
GALNT10	207357_s_at
MACF1	207358_x_at
CAMKK2	207359_at
NTSR1	207360_s_at
HBP1	207361_at
SLC30A4	207362_at
RS1	207363_at
TEX28	207364_at
USP34	207365_x_at
KCNS1	207366_at
ATP12A	207367_at
HTR1D	207368_at
BRS3	207369_at
IBSP	207370_at
ENTPD2	207372_s_at
HOXD10	207373_at
PLSCR2	207374_at
IL15RA	207375_s_at
VENTX	207376_at
PPP1R2P9	207377_at
TREH	207378_at
EDIL3	207379_at
NOX1	207380_x_at
ALOX12B	207381_at
TP63	207382_at
RHBDL1	207383_s_at
PGLYRP1	207384_at
TFDP3	207385_at
CYP7B1	207386_at
GK	207387_s_at
PTGES	207388_s_at
GP1BA	207389_at
SMTN	207390_s_at
PIP5K1A	207391_s_at
UGT2B15	207392_x_at
HCRTR2	207393_at
ZNF137P	207394_at
BTN1A1	207395_at
ALG3	207396_s_at
HOXD13	207397_s_at
BFSP2	207399_at
NPY5R	207400_at
PROX1	207401_at
ZNF132	207402_at
IRS4	207403_at
HTR1E	207404_s_at
RAD17	207405_s_at
CYP7A1	207406_at
CYP4A11	207407_x_at
SLC22A14	207408_at
LECT2	207409_at
TLX2	207410_s_at
CELP	207412_x_at
SCN5A	207413_s_at
PCSK6	207414_s_at
PLA2R1	207415_at
NFATC3	207416_s_at
ZNF177	207417_s_at
DDO	207418_s_at
RAC2	207419_s_at
COLEC10	207420_at
CA5A	207421_at
ADAM20	207422_at
MYF5	207424_at
SEPT9	207425_s_at
TNFSF4	207426_s_at
ACR	207427_at
SLC22A2	207429_at
MSMB	207430_s_at
DEGS1	207431_s_at
BEST2	207432_at
IL10	207433_at
FXYD2	207434_s_at
SRRM2	207435_s_at
KIAA0894	207436_x_at
NOVA1	207437_at
SNUPN	207438_s_at
SLC35A2	207439_s_at
SMR3B	207441_at
CSF3	207442_at
NR2E1	207443_at
SLC22A13	207444_at
CCR9	207445_s_at
TLR6	207446_at
MGAT4C	207447_s_at
POFUT2	207448_at
POU6F2	207450_s_at
NKX2-8	207451_at
CNTN5	207452_s_at
DNAJB5	207453_s_at
GRIK3	207454_at
P2RY1	207455_at
HNF4G	207456_at
LY6G6D	207457_s_at
RHPN1-AS1	207458_at
GYPB	207459_x_at
GZMM	207460_at
GLRA2	207462_at
PRSS3	207463_x_at
AHCYL1	207464_at
LOC100127886	207465_at
GAL	207466_at
CAST	207467_x_at
SFRP5	207468_s_at
PIR	207469_s_at
RARS2	207472_at
MLN	207473_at
SNRK	207474_at
FABP2	207475_at
LOC100507630	207476_at
MEIS2	207480_s_at
TP53TG5	207482_at
CAND1	207483_s_at
EHMT2	207484_s_at
BTN3A1	207485_x_at
CHN2	207486_x_at
RPS2P45	207489_at
TUBA4B	207490_at
MOGAT2	207491_at
NGLY1	207492_at
ZNF76	207494_s_at
RAB28	207495_at
MS4A2	207496_at
CYP2D6	207498_s_at
UNC45A	207499_x_at
CASP5	207500_at
FGF12	207501_s_at
GUCA2B	207502_at
TCP10	207503_at
CA7	207504_at
PRKG2	207505_at
GLRX3	207506_at
ATP5G3	207507_s_at
LAIR2	207509_s_at
BDKRB1	207510_at
CNPPD1	207511_s_at
ZNF189	207513_s_at
GNAT1	207514_s_at
POLR1C	207515_s_at
CHRNB4	207516_at
LAMC2	207517_at
DGKE	207518_at
SLC6A4	207519_at
TROVE2	207520_at
ATP2A3	207521_s_at
C6orf10	207523_at
ST7	207524_at
GIPC1	207525_s_at
IL1RL1	207526_s_at
KCNJ9	207527_at
SLC7A11	207528_s_at
DEFA5	207529_at
CDKN2B	207530_s_at
CRYGC	207531_at
CRYGD	207532_at
CCL1	207533_at
MAGEB1	207534_at
NFKB2	207535_s_at
TNFRSF9	207536_s_at
PFKFB1	207537_at
IL4	207538_at
SYK	207540_s_at
EXOSC10	207541_s_at
AQP1	207542_s_at
P4HA1	207543_s_at
ADH6	207544_s_at
NUMB	207545_s_at
ATP4B	207546_at
FAM107A	207547_s_at
GRM7	207548_at
CD46	207549_x_at
MPL	207550_at
MSL3	207551_s_at
ATP5G2	207552_at
OPRK1	207553_at
TBXA2R	207554_x_at
DGKZ	207556_s_at
RYR2	207557_s_at
PITX2	207558_s_at
ZMYM3	207559_s_at
SLC28A1	207560_at
ASIC3	207561_s_at
DGKQ	207562_at
OGT	207563_s_at
MR1	207565_s_at
SLC13A2	207567_at
CHRNA6	207568_at
ROS1	207569_at
SHOX	207570_at
THEMIS2	207571_x_at
ATP5L	207573_x_at
GADD45B	207574_s_at
OXT	207576_x_at
HTR4	207577_at
MAGEB3	207579_at
MAGEB4	207580_at
PIN1P1	207582_at
ABCD2	207583_at
LPA	207584_at
RPL36AL	207585_s_at
SHH	207586_at
CRYGA	207587_at
ADRA1B	207589_at
CENPI	207590_s_at
ARID1A	207591_s_at
HCN2	207592_s_at
ABCG4	207593_at
SYNJ1	207594_s_at
BMP1	207595_s_at
ADAM18	207597_at
XRCC2	207598_x_at
MMP20	207599_at
KCNC3	207600_at
SULT1B1	207601_at
TMPRSS11D	207602_at
SLC4A7	207603_at
ZNF117	207605_x_at
ARHGAP12	207606_s_at
ASCL2	207607_at
CYP1A2	207608_x_at
EMR2	207610_s_at
HIST1H2BL	207611_at
WNT8B	207612_at
CAMK2A	207613_s_at
CUL1	207614_s_at
C16orf3	207615_s_at
TANK	207616_s_at
DDX3X	207617_at
BCS1L	207618_s_at
HCRTR1	207619_at
CASK	207620_s_at
PEMT	207621_s_at
ABCF2	207622_s_at
RPGR	207624_s_at
CBFA2T2	207625_s_at
SLC7A2	207626_s_at
TFCP2	207627_s_at
WBSCR22	207628_s_at
ARHGEF2	207629_s_at
CREM	207630_s_at
NBR2	207631_at
MUSK	207632_at
PDCD1	207634_at
KCNH1	207635_s_at
SERPINI2	207636_at
WSCD2	207637_at
TMPRSS15	207638_at
FZD9	207639_at
NTN3	207640_x_at
TNFRSF13B	207641_at
HCRT	207642_at
TNFRSF1A	207643_s_at
FOXH1	207644_at
CHD1L	207645_s_at
CDY1	207647_at
DRP2	207648_at
KRT37	207649_at
PTGER1	207650_x_at
GPR171	207651_at
CMKLR1	207652_s_at
FOXD2	207653_at
DR1	207654_x_at
BLNK	207655_s_at
ACOX1	207656_s_at
TNPO1	207657_x_at
FOXG1	207658_s_at
MOBP	207659_s_at
DMD	207660_at
SH3PXD2A	207661_s_at
TBX1	207662_at
GAGE3	207663_x_at
ADAM2	207664_at
SSX3	207666_x_at
MAP2K3	207667_s_at
PDIA6	207668_x_at
KRT83	207669_at
KRT85	207670_at
BEST1	207671_s_at
RFX4	207672_at
NPHS1	207673_at
FCAR	207674_at
ARTN	207675_x_at
ONECUT2	207676_at
NCF4	207677_s_at
SOX30	207678_s_at
PAX3	207679_at
CXCR3	207681_at
KIF25	207682_s_at
FOXN1	207683_at
TBX6	207684_at
CRYBB3	207685_at
CASP8	207686_s_at
INHBC	207687_at
TBX10	207689_at
ALX3	207690_at
ENTPD1	207691_x_at
ACAN	207692_s_at
CACNB4	207693_at
POU3F4	207694_at
IGSF1	207695_s_at
FUT9	207696_at
LILRB2	207697_x_at
C6orf123	207698_at
ZFHX2	207699_at
NCOA3	207700_s_at
C22orf24	207701_at
MAGI2	207702_s_at
NLGN4Y	207703_at
GAS7	207704_s_at
NINL	207705_s_at
USH2A	207706_at
SEC13	207707_s_at
ALOXE3	207708_at
PRKAA2	207709_at
LCE2B	207710_at
